,id,first_air_date,name,overview,popularity,vote_average,vote_count
763,118956,2021-03-25,DOTA: Dragon's Blood,"After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",20.857,7.9,352
764,62428,2015-04-11,Saint Seiya: Soul of Gold,"Transcending eternity, the 12 Gold Saints return to protect love and peace on Earth! They gave their lives to destroy the Wailing Wall to break the way for Seiya and the Saints in their battle against Hades in the Underworld! Though presumed to have perished, Aiolia and the other Gold Saints return to the beautiful earthly world of radiating luminescence! Why have these lost souls been brought back to life? Shrouded in this deep mystery, Aiolia becomes embroiled in a duel. When he burns his Cosmo to its limit…the Cloth of Leo transforms! In 2015, the Golden Cosmo is finally revived!",73.975,7.9,609
765,66292,2017-02-19,Big Little Lies,The tale of three mothers of first graders whose apparently perfect lives unravel to the point of murder.,22.821,7.9,1220
766,4271,1999-03-19,Farscape,A freak accident during an experimental space mission catapults Astronaut John Crichton across a thousand galaxies to an alien battlefield.,100.502,7.9,423
767,67557,2016-11-17,The Grand Tour,"Jeremy Clarkson, Richard Hammond and James May are back with a show about adventure, excitement and friendship... as long as you accept that the people you call friends are also the ones you find extremely annoying. Sometimes it's even a show about cars. Follow them on their global adventure.",47.12,7.9,572
768,4269,1984-10-06,The Transformers,The Transformers is the first animated television series in the Transformers franchise. The series depicts a war among giant robots that can transform into vehicles and other objects.,42.032,7.9,306
769,12614,2002-07-01,Clase 406,"The realistic chronicles of a working class group of Hispanic youth, with heavy subject matter like sex, drug dealing, teen pregnancy, abuse, drinking, rape, deception, and heartbreak.",29.096,7.9,247
770,1695,2002-07-12,Monk,"Adrian Monk was once a rising star with the San Francisco Police Department, legendary for using unconventional means to solve the department's most baffling cases. But after the tragic (and still unsolved) murder of his wife Trudy, he developed an extreme case of obsessive-compulsive disorder. Now working as a private consultant, Monk continues to investigate cases in the most unconventional ways.",111.823,7.9,844
771,65708,2017-01-07,Taboo,Adventurer James Keziah Delaney returns to London from Africa in 1814 along with fourteen stolen diamonds to seek vengeance after the death of his father.,24.112,7.9,1045
772,652,2002-09-14,"What's New, Scooby-Doo?","Scooby-Doo and the Mystery, Inc. gang are launched into the 21st century, with new mysteries to solve.",42.862,7.9,554
773,96571,2021-05-14,Move to Heaven,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",22.365,7.9,223
774,89572,2019-10-09,Nancy Drew,"Nancy Drew makes plans to leave her hometown for college, but finds herself drawn into a supernatural murder mystery instead.",34.535,7.9,225
775,62046,2015-09-22,Scream Queens,The super-charged comedy-horror series is a modern take on the classic whodunit with a killer cast. ,34.9,7.9,1563
776,61014,2014-08-08,The Knick,"Set in downtown New York in 1900, 'The Knick' is centered on the Knickerbocker Hospital and the groundbreaking surgeons, nurses and staff who work there, pushing the bounds of medicine in a time of astonishingly high mortality rates and zero antibiotics.

John Thackery is a brilliant surgeon pioneering new methods in the field, despite his secret addiction to cocaine. He leads a team of doctors including his protégé Dr. Everett Gallinger; the young Dr. Bertie Chickering Jr. and Dr. Algernon Edwards, a promising surgeon who's been recently thrust upon him. The lively cast of characters at the hospital also includes Cornelia Robertson, the daughter of its benefactor, Captain August Robertson; surly ambulance driver Tom Cleary; Lucy Elkins; a fresh-faced nurse from the country; the crooked hospital administrator Herman Barrow; and Sister Harriet, a nun who isn't afraid to speak her mind.",19.767,7.9,359
777,60694,2014-04-27,Last Week Tonight with John Oliver,"A half-hour satirical look at the week in news, politics and current events.",56.71,7.9,553
778,5835,1995-10-27,Goosebumps,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",76.327,7.9,505
779,99583,2020-03-28,Danger Force,Captain Man has a new crew of superhero sidekicks - Danger Force. Captain Man and Schwoz create a fake school to train the kids to harness their uncontrollable superpowers to fight crime.,33.086,7.9,214
780,70881,2017-04-05,Boruto: Naruto Next Generations,"The life of the shinobi is beginning to change. Boruto Uzumaki, son of Seventh Hokage Naruto Uzumaki, has enrolled in the Ninja Academy to learn the ways of the ninja. Now, as a series of mysterious events unfolds, Boruto’s story is about to begin!",17.234,7.9,2250
781,4625,1997-09-13,The New Batman Adventures,"The New Batman Adventures is a continuation of the acclaimed Batman: The Animated Series. Stories in this series tend to give more focus to Batman's supporting cast, which include fellow crimefighters Robin, Nightwing, and Batgirl, among others. The show also features guest stars such as Supergirl, Etrigan, and The Creeper; characters who would later appear with Batman in Justice League and Justice League Unlimited.",34.114,7.9,287
782,62255,2015-04-04,Seraph of the End,"In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth, likely followed by age-old horrors of the dark thought only to be myth. The vampires sweep the earth and claim it in a single violent stroke, subjugating the remnants of humanity and leading them beneath the surface to safety. This ""protection"" comes at the price of donating blood to their captors. At the age of twelve, Yūichirō and his friend and fellow orphan Mikaela plotted to escape along with the children in Hyakuya Orphanage. However, this resulted in their deaths and Mikaela sacrifices himself in order for Yūichirō to escape and be saved by members of the Moon Demon Company, an extermination unit of the Japanese Imperial Demon Army. Four years later, Yūichirō dedicates his life to destroy vampires and seek revenge against them for murdering his ""family"".",30.254,7.9,287
783,4345,1989-08-20,Saved by the Bell,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",22.173,7.9,568
784,46261,2009-10-12,Fairy Tail,"Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.",43.135,7.9,827
785,132141,2021-10-22,Maya and the Three,A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.,17.056,7.9,266
786,1855,1995-01-16,Star Trek: Voyager,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",104.932,7.9,744
787,44953,2013-04-15,The Lord of the Skies,"Set in the 1990s, these are the life and times of Amado Carrillo Fuentes, a man who became the head of the Juárez cartel. Nicknamed “El Señor de los Cielos” (Lord of the Skies) because of the large fleet of airplanes he used to transport drugs, he was also known for washing more than $200 million through Colombia to finance his huge fleet. He is described as the most powerful drug trafficker of his time.",291.857,7.9,2625
788,530,1989-01-29,The Mobile Cop Jiban,"The Mobile Cop Jiban is a Japanese tokusatsu television series which serves as the 8th entry in the Metal Hero franchise, and the first series to have toy commercials that were filmed on Videotape. Produced by Toei and aired by TV Asahi in Japan from January 29, 1989 to January 28, 1990, it ran for 52 episodes and a feature movie aired on July 17, 1989. According to Toei's International Sales &amp; Promotion Department, the series' English title can be referred to as Jiban. Created by Keita Amemiya, the premise for the series combines elements from the American film Robocop and the 1970s tokusatsu Robot Detective.

The opening catchphrase of the series is: ""This is the drama of a girl's and a young man's hearts which love people and protect justice.""",16.303,7.9,208
789,79863,2019-03-20,Pretty Little Liars: The Perfectionists,"In Beacon Heights, a seemingly perfect town, a group of three college friends struggle with the stress of being overachievers. In the aftermath of the town’s first murder, each Perfectionist hides behind a secret, a lie and an alibi.",15.174,7.9,446
790,44824,2013-01-22,Pasión prohibida,"Pasión Prohibida is a Spanish-language telenovela produced by United States-based television network Telemundo Television Studios, Miami. It is a remake of the Turkish telenovela Aşk-ı Memnu by Ece Yörenç and Melek Gençoğlu. It has been adapted from Halit Ziya Uşaklıgil's novel Aşk-ı Memnu, published in 1900, but takes place in the modern-day Miami, instead of the novel's late 19th century setting. Jencarlos Canela and Mónica Spear starred as the protagonists.",25.956,7.9,462
791,37305,2008-04-07,Soul Eater,"At the Death Weapon Meister Academy, three teams must collect the souls of 99 evil humans and one witch.",51.364,7.9,230
792,2429,1994-10-30,Aaahh!!! Real Monsters,"Three young monsters — Ickis, Oblina and Krumm — attends an institute for monsters under a city dump and learn to frighten humans.",35.7,7.9,341
793,34415,2011-04-03,The Killing,"The Killing is an American crime drama television series based upon the Danish television series Forbrydelsen. Set in Seattle, Washington, the series follows the various murder investigations by homicide detectives Sarah Linden and Stephen Holder.",38.195,7.9,614
794,121,1963-11-23,Doctor Who,"The adventures of a Time Lord—a time-travelling humanoid alien known as the Doctor—who explores the universe in his TARDIS, a sentient time-travelling space ship. Its exterior appears as a blue British police box, which was a common sight in Britain in 1963 when the series first aired. Along with a succession of companions, the Doctor faces a variety of foes while working to save civilisations, help ordinary people, and right wrongs.",216.005,7.9,490
795,73107,2018-03-25,Barry,A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,97.666,7.9,588
796,42350,2012-02-20,Por ella soy Eva,"Por Ella Soy Eva is a Mexican soap opera produced by Rosy Ocampo for Televisa based on the Colombian soap opera En los tacones de Eva. Jaime Camil and Lucero starred as main protagonists, while Mariana Seoane and Marcelo Córdoba starred as the main antagonists.

""The Best Telenovela of the Year 2013.""",20.749,7.9,246
797,113367,2020-12-11,The Wilds,"A group of teen girls from different backgrounds must fight for survival after a plane crash strands them on a deserted island. The castaways both clash and bond as they learn more about each other, the secrets they keep, and the traumas they've all endured. But there’s just one twist… these girls did not end up on this island by accident.",25.911,7.9,412
798,1418,2007-09-24,The Big Bang Theory,"The sitcom is centered on five characters living in Pasadena, California: roommates Leonard Hofstadter and Sheldon Cooper; Penny, a waitress and aspiring actress who lives across the hall; and Leonard and Sheldon's equally geeky and socially awkward friends and co-workers, mechanical engineer Howard Wolowitz and astrophysicist Raj Koothrappali. The geekiness and intellect of the four guys is contrasted for comic effect with Penny's social skills and common sense.",121.542,7.9,9955
799,10331,1997-05-16,Spawn,"Todd McFarlane's Spawn is an animated television series which aired on HBO from 1997 through 1999. It is also released on DVD as a film series. It is based on the Spawn comic series from Image Comics, and was nominated for and won an Emmy in 1999 for Outstanding Animation Program. An unrelated series titled Spawn: The Animation is in production since 2009, with Keith David reprising his role as the titular character. Like the comic book, the series features graphic violence, sexual scenes, and extensive use of profanity. Todd McFarlane's Spawn was ranked 5th on IGN's list of The Greatest Comic Book Cartoons Of All Time.",18.544,7.9,226
800,128252,2021-07-28,The Snitch Cartel: Origins,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",35.366,7.9,282
801,606,1999-01-04,"Ed, Edd n Eddy","Three adolescent boys, Ed, Edd ""Double D"", and Eddy, collectively known as ""the Eds"", constantly invent schemes to make money from their peers to purchase their favorite confectionery, jawbreakers. Their plans usually fail though, leaving them in various predicaments.",62.149,7.9,621
802,111111,2020-10-27,Blood of Zeus,"In a brewing war between the gods of Olympus and the titans, Heron, a commoner living on the outskirts of ancient Greece, becomes mankind's best hope of surviving an evil demon army, when he discovers the secrets of his past.",17.467,7.9,400
803,59186,2011-12-15,Impractical Jokers,"This hidden-camera series follows four lifelong friends -- Brian ""Q""' Quinn, James ""Murr""' Murray, Joe Gatto and Sal Vulcano -- who take dares to an outrageous level. To find out who is best under pressure, the guys compete in awkward and outrageous hidden-camera hijinks with the loser performing what is deemed to be the most-mortifying challenge yet.",61.804,7.9,305
804,4598,2004-10-03,Boston Legal,Alan Shore and Denny Crane lead a brigade of high-priced civil litigators in an upscale Boston law firm in a series focusing on the professional and personal lives of brilliant but often emotionally challenged attorneys. A spin-off of long-running series The Practice.,53.226,7.9,261
805,90823,2019-06-24,BIA,,22.008,7.9,295
806,116135,2022-02-25,Vikings: Valhalla,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history.",80.129,7.9,621
807,43865,2012-10-12,Psycho-Pass,"Psycho-Pass is set in a futuristic era in Japan where the Sibyl System, a powerful network of psychometric scanners, actively measures the biometrics of its citizens' minds. The resulting assessment is called a Psycho-Pass. When the calculated likelihood of an individual committing a crime, measured by the Crime Coefficient index, exceeds an accepted threshold, he or she is pursued, apprehended, and either arrested or decomposed by the field officers of the Crime Investigation Department of the Public Safety Bureau.",37.683,7.9,313
808,79410,2019-03-08,After Life,"Tony had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on.",25.087,7.9,602
809,61056,2014-09-25,How to Get Away with Murder,"A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.",71.188,7.9,1369
810,103411,2020-05-20,Blood & Water,"After crossing paths at a party, a Cape Town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth.",15.578,7.9,285
811,62917,2015-06-08,Hidden Truths,"A teenager who dreams with a career as a top model becomes part of a prostitution scheme and meets a powerful and obsessive businessman. As a last resort, he marries the girl's mother just to be near her. This series explores the limits of obsession, wealth and pleasure, using the fashion world as backdrop.",33.171,7.9,269
812,1720,2004-08-13,Foster's Home for Imaginary Friends,"Children who create imaginary friends usually take care of them until they are 7-8 years old. Imaginary friends, left on their own after this event, continue to live in this home founded by old Madam Foster.",30.549,7.9,405
813,68073,2016-05-02,The Loud House,"Welcome to the Loud House, where life can get pretty crazy. One boy, TEN girls?! Lincoln Loud wouldn’t change it for the world!",89.405,7.9,420
814,46533,2013-01-30,The Americans,"Set during the Cold War period in the 1980s, The Americans is the story of Elizabeth and Philip Jennings, two Soviet KGB officers posing as an American married couple in the suburbs of Washington D.C. and their neighbor, Stan Beeman, an FBI Counterintelligence agent.",59.168,7.9,742
815,1447,2006-07-07,Psych,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved. Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",111.111,7.9,646
816,61738,2014-07-11,Hi! School - Love On,"High school may be tough, but Woo Hyun has a guardian angel looking over him — literally. Disguised as a naive high schooler, Lee Seul Bi descends from the heavens to protect Woo Hyun's life, but discovers she's got a thing or two to learn about life as a teenager, including the pains of falling in love. Can this cherubic guardian protect the apple of her eye and also manage to survive high school?",15.265,7.9,402
817,129552,2023-03-23,The Night Agent,"While monitoring an emergency line, a vigilant FBI agent answers a call that plunges him into a deadly conspiracy involving a mole at the White House.",167.069,7.9,274
818,45871,2020-04-20,Locked Up: The Oasis,"After a few years dedicating themselves to robbing jewelers, banks and casinos, it is time for Macarena and Zulema to separate.",27.36,7.9,1955
819,90462,2021-10-12,Chucky,"After a vintage Chucky doll turns up at a suburban yard sale, an idyllic American town is thrown into chaos as a series of horrifying murders begin to expose the town’s hypocrisies and secrets. Meanwhile, the arrival of enemies — and allies — from Chucky’s past threatens to expose the truth behind the killings, as well as the demon doll’s untold origins.",79.77,7.9,3638
820,12777,1993-07-05,Corazón salvaje,A telenovela that dramatizes the romances and rivalries between two brothers and two sisters in Mexico between the years 1885 and 1900.,12.215,7.9,556
821,5639,2007-10-03,Pushing Daisies,"A pie-maker, with the power to bring dead people back to life, solves murder mysteries with his alive-again childhood sweetheart, a cynical private investigator, and a lovesick waitress.",23.434,7.9,325
822,47,1973-02-26,El Chavo del Ocho,"The mishaps of Chavo, an 8-year-old orphan boy who lives in a barrel. Together with Quico, Chilindrina, Ñoño and La Popis, Chavo experiences a series of humorous entanglements.",96.973,7.9,1638
823,92749,2022-03-30,Moon Knight,"When Steven Grant, a mild-mannered gift-shop employee, becomes plagued with blackouts and memories of another life, he discovers he has dissociative identity disorder and shares a body with mercenary Marc Spector. As Steven/Marc’s enemies converge upon them, they must navigate their complex identities while thrust into a deadly mystery among the powerful gods of Egypt.",79.539,7.9,2168
824,80825,2018-07-24,Jesus,,55.738,7.9,287
825,66084,2014-09-27,Acapulco Shore,A reality-based look at the vapid lives of several Mexican 20-somethings and their respective friends and/or hook-ups during their stay in Acapulco for a Summer vacation.,31.231,7.9,948
826,2022,2004-09-11,The Batman,"Bruce Wayne, The Batman -- billionaire by day, crime fighter by night -- joined on occasion by Robin and Batgirl.",56.44,7.9,364
827,1450,2005-06-13,The Closer,"Deputy Police Chief Brenda Leigh Johnson transfers from Atlanta to LA to head up a special unit of the LAPD that handles sensitive, high-profile murder cases. Johnson's quirky personality and hard-nosed approach often rubs her colleagues the wrong way, but her reputation as one of the world's best interrogator eventually wins over even her toughest critics.",61.918,7.9,243
828,95259,2019-12-29,Dare Me,"Dive into the cutthroat world of competitive high school cheerleading, following the fraught relationship between two best friends after a new coach arrives to bring their team to prominence.",12.503,7.9,322
829,82700,2018-11-30,Baby,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",19.95,7.9,704
830,70176,2014-12-02,Land of Honor,"Set on horse ranches around Houston, Texas, this Spanish-language telenovela covers the three Gallardo brothers' search for vengeance against the wealthy del Junco family, following the mysterious death of their rodeo-riding sister.  The brothers soon become aware of the three beautiful del Junco daughters, and entanglements ensue...",14.561,7.9,406
831,605,1996-09-27,"Sabrina, the Teenage Witch","On her sixteenth birthday, Sabrina Spellman discovers she has magical powers. She lives with her 600-year-old aunts Hilda and Zelda as well as talking cat Salem in the fictional town of Westbridge, Massachusetts.",81.427,7.9,911
832,11767,2006-09-09,Yu-Gi-Oh! Capsule Monsters,"Yugi, Joey, Téa, Tristan, and Yugi's grandfather Solomon are pulled into a world where Duel Monsters are real. They find monster capsules that they can use to summon monsters. However, in this strange new world, they battle monsters and when their own monsters are attacked, they feel the pain.",13.694,7.9,279
833,926,1969-09-13,"Scooby-Doo, Where Are You!","Fred, Daphne, Velma, Shaggy, and the talking dog, Scooby-Doo, travel on the Mystery Machine van, in search of weird mysteries to solve.",27.749,7.9,608
834,99581,2020-03-26,Unorthodox,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians -- until her past comes calling.,11.645,7.9,508
835,75208,2018-01-05,Devilman Crybaby,"Akira Fudo learns from his best friend Ryo Asuka that demons will revive and reclaim the world from humans. With humans hopeless against this threat, Ryo suggests combining with a demon. With this, Akira becomes Devilman, a being with the power of demon but with a human heart.",36.536,7.9,452
836,2996,2001-07-09,The Office,Documentary-style sitcom set in the offices of a Slough paper merchant.,18.231,7.9,659
837,70215,2017-04-16,The White Princess,"The story of Elizabeth of York, the White Queen's daughter, and her marriage to the Lancaster victor, Henry VII. Based on the Philippa Gregory book of the same name.",21.831,7.9,228
838,18520,2009-07-12,Drop Dead Diva,"A shallow model suddenly dies in an accident only to find her soul resurfacing in the body of a brilliant, plus-sized attorney.",34.047,7.9,224
839,1426,2010-05-04,Luther,"A dark psychological crime drama starring Idris Elba as Luther, a man struggling with his own terrible demons, who might be as dangerous as the depraved murderers he hunts.",51.605,7.8,850
840,32726,2011-01-09,Bob's Burgers,"Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",134.159,7.8,761
841,1126,1999-12-24,Happy Tree Friends,"This action and adventure comedy is drawn in simple appearance and combines cute forest animals with extreme graphic violence. Each episode revolves around the characters enduring accidental events of bloodshed, pain, dismemberment and/or death.",46.326,7.8,494
842,1877,2007-08-17,Phineas and Ferb,"Each day, two kindhearted suburban stepbrothers on summer vacation embark on some grand new project, which annoys their controlling sister, Candace, who tries to bust them. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.",98.832,7.8,641
843,1428,2003-01-23,MythBusters,"MythBusters is a science entertainment television program created and produced by Australia's Beyond Television Productions for the Discovery Channel. The show's hosts, special effects experts Adam Savage and Jamie Hyneman, use elements of the scientific method to test the validity of rumors, myths, movie scenes, adages, Internet videos, and news stories.",160.739,7.8,449
844,269,2003-09-23,One Tree Hill,"In Tree Hill, North Carolina two half brothers share a last name and nothing else. Brooding, blue-collar Lucas is a talented street-side basketball player, but his skills are appreciated only by his friends at the river court. Popular, affluent Nathan basks in the hero-worship of the town, as the star of his high school team. And both boys are the son of former college ball player Dan Scott whose long ago choice to abandon Lucas and his mother Karen, will haunt him long into his life with wife Deb and their son Nathan.",85.749,7.8,367
845,90027,2019-08-29,Carnival Row,"In a mystical and dark city filled with humans, fairies and other creatures, a police detective investigates a series of gruesome murders leveled against the fairy population. During his investigation, the detective becomes the prime suspect and must find the real killer to clear his name.",58.82,7.8,984
846,56296,2013-03-30,Orphan Black,A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,42.343,7.8,1076
847,54671,2014-05-11,Penny Dreadful,"Some of literature's most terrifying characters, including Dr. Frankenstein, Dorian Gray, and iconic figures from the novel Dracula are lurking in the darkest corners of Victorian London. Penny Dreadful is a frightening psychological thriller that weaves together these classic horror origin stories into a new adult drama.",24.391,7.8,1123
848,4588,1994-09-19,ER,ER explores the inner workings of an urban teaching hospital and the critical issues faced by the dedicated physicians and staff of its overburdened emergency room.,58.295,7.8,696
849,66980,2017-10-13,Babylon Berlin,"Beneath the decadence of 1929 Berlin, lies an underworld city of sin. Police investigator Gareon Rath has been transferred from Cologne to the epicenter of political and social changes in the Golden Twenties.",42.357,7.8,237
850,42035,2011-01-17,The Boat,"A global cataclysm, caused by a fatal accident in Geneva (Switzerland) during the implementation of the particle accelerator will lead to the crew and students of the school-ship Polar Star to live the greatest adventure of their lives. Isolated and aware that we only have each other, the ship will become their only home.",42.947,7.8,1534
851,31586,2011-02-28,La Reina del Sur,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",65.657,7.8,1729
852,2617,1991-09-20,Step by Step,"Step by Step is an American television sitcom with two single parents, who spontaneously get married after meeting one another during a vacation, resulting in them becoming the heads of a large blended family",68.149,7.8,343
853,1660,1965-09-18,I Dream of Jeannie,"While on a mission, American astronaut Captain Tony Nelson is forced to make an emergency landing that will forever change his life. On a deserted South Pacific island, Captain Nelson happens upon a bottle containing a beautiful two-thousand-year-old female genie named Jeannie. Rescuing her from the bottle nets Tony the requisite three wishes, and then some, when Jeannie pledges total devotion to her new ""master"".",83.303,7.8,667
854,6024,1982-03-04,Police Squad!,"In this cult parody of cop dramas, replete with farce and sight gags, Lieutenant Frank Drebin and his fellow officers from Police Squad bungle their way though crime investigations.",13.49,7.8,288
855,86848,2019-09-26,Evil,"Skeptical female clinical psychologist Kristen Bouchard joins a priest-in-training and a blue-collar contractor as they investigate supposed miracles, demonic possessions, and other extraordinary occurrences to see if there’s a scientific explanation or if something truly supernatural is at work.",43.89,7.8,455
856,79251,2018-02-19,Hijas de la Luna,,7.191,7.8,229
857,2009,1999-08-16,Rocket Power,"The daily lives of four friends who enjoy extreme sports, surfing, and getting into some crazy situations.",47.718,7.8,274
858,73481,2001-08-24,Ecomoda,,24.05,7.8,993
859,71225,2017-04-28,Cable Girls,"In 1920s Madrid, four women at the National Telephone Company ring in revolution as they deal with romance, envy and the modern workplace.",30.651,7.8,424
860,93405,2021-09-17,Squid Game,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",84.165,7.8,12629
861,19253,1972-12-03,Mazinger Z,"Mazinger Z, known briefly as Tranzor Z in the United States, is a Japanese super robot manga series written and illustrated by Go Nagai. The first manga version was serialized in Shueisha's Weekly Shōnen Jump from October 1972 to August 1973, and it later continued in Kodansha TV Magazine from October 1973 to September 1974. It was adapted into an anime television series which aired on Fuji TV from December 1972 to September 1974. A second manga series was released alongside the TV show, this one drawn by Gosaku Ota, which started and ended almost at the same time of the TV show. Mazinger Z has spawned several sequels and spinoff series, among them UFO Robot Grendizer and Mazinkaiser. It was a very popular cartoon in Mexico during the 1980s, where it was dubbed into Spanish directly from the Japanese version, keeping the Japanese character names and broadcasting all 92 episodes, unlike the version aired in the U.S.",31.935,7.8,340
862,97645,2020-05-08,Solar Opposites,"A family of aliens from a much better world must take refuge in middle America after the destruction of their planet. Their mission: protect the Pupa, a living super computer that will one day evolve into its true form, consume them and terraform the Earth.",36.672,7.8,366
863,82369,2018-09-19,My Little Girl,"Eight-year-old Öykü is an exceptional little girl, who unlike her peers is very empathetic and perceptive of the world around her. When her aunt, who has been her caregiver since birth, abandons her, Öykü will have to find her father, Demir. Unfortunately Demir, an irresponsible adult and a swindler who grew up in an orphanage, gets arrested the day Öykü comes to find him. Demir is released by the court on the condition that he takes care of his daughter, but Demir does not want to live with Öykü, whom he has just met - Demir and his partner-in-crime Ugur try to get rid of Öykü as they prepare for a big job. Their target, Candan has a seemingly quiet life, which only conceals her painful past. Fate will bring these people together, but none know that Öykü has a secret she cannot tell anyone.",11.811,7.8,209
864,2742,2007-06-17,Flight of the Conchords,"The trials and tribulations of a two man, digi-folk band who have moved from New Zealand to New York in the hope of forging a successful music career. So far they've managed to find a manager (whose ""other"" job is at the New Zealand Consulate), one fan (a married obsessive) and one friend (who owns the local pawn shop) -- but not much else.",18.341,7.8,277
865,80743,2018-08-10,Insatiable,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",35.11,7.8,1516
866,90766,2020-08-14,Teenage Bounty Hunters,"After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.",15.722,7.8,278
867,88045,2019-07-03,How Heavy Are the Dumbbells You Lift?,"Hibiki Sakura is your average high school girl, with a voracious appetite. Noticing her clothes tightening in lieu of her slowly expanding waistline she decides to look into enrolling in the nearby gym. There she runs into a girl from her grade named Souryuuin Akemi.

Akemi, who has a muscle fetish tries to get Hibiki to enroll in the gym despite its high ratio of macho men. Thankfully a beautiful trainer, Machio, appears and unknowingly convinces her to enroll and start her quest to a great body.",9.915,7.8,235
868,3796,2001-04-22,Trailer Park Boys,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,28.96,7.8,201
869,33852,2010-09-12,Lost Girl,"The gorgeous and charismatic Bo is a supernatural being called a succubus who feeds on the energy of humans, sometimes with fatal results. Refusing to embrace her supernatural clan and its rigid hierarchy, Bo is a renegade who takes up the fight for the underdog while searching for the truth about her own mysterious origins.",55.484,7.8,372
870,115645,2021-01-19,Gênesis,,23.271,7.8,216
871,82596,2020-10-02,Emily in Paris,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",44.653,7.8,1105
872,63109,2015-03-23,Moses and the Ten Commandments,"The story begins in the city of Pi-Ramesses, in Egypt, at approximately 1300 B.C, when the powerful pharaoh Seti, orders the death of every male newborn in his hatred of the Hebrew people. Amidst the horrors of mass infanticide, one brave Hebrew family defies Pharaoh`s command and hides their child in a basket set afloat on the river Nile, trusting that God would carry him to safety.",16.267,7.8,879
873,7225,2008-09-20,Merlin,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",62.731,7.8,775
874,96777,2021-12-24,The Silent Sea,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",37.715,7.8,499
875,346,2005-01-21,American Dragon: Jake Long,"American Dragon is a coming of age comedy-action series about Jake Long, a 13-year-old Asian-American boy who strives to find balance in his life as a skateboard-grinding, New York 'tween while learning to master his mystical powers (in his secret identity) as the American Dragon, the protector and guardian of all magical creatures secretly living amidst the human world.",44.951,7.8,431
